ortho,lemme
assembler,assembler
assemblera,assembler
assemblerez,assembler
assemblez,assembler
assemblons,assembler
assemblé,assembler
assemblée,assembler
assemblées,assembler
assemblés,assembler
audacieuse,audacieux
audacieuses,audacieux
audacieux,audacieux
brebis,brebis
butte,butte
buttes,butte
chéri,chérir
chérie,chérir
chéries,chérir
chérir,chérir
chérirai,chérir
chérirais,chérir
chérirez,chérir
chérirons,chérir
chéris,chérir
chérissaient,chérir
chérissais,chérir
chérissait,chérir
chérissant,chérir
chérisse,chérir
chérissent,chérir
chérissez,chérir
chérissons,chérir
chérit,chérir
coquetterie,coquetterie
coquetteries,coquetterie
corniche,corniche
corniches,corniche
déchirure,déchirure
déchirures,déchirure
escorte,escorte
escortes,escorte
fabrique,fabrique
fabriques,fabrique
faibli,faiblir
faiblir,faiblir
faiblira,faiblir
faiblirent,faiblir
faiblis,faiblir
faiblissaient,faiblir
faiblissais,faiblir
faiblissait,faiblir
faiblissant,faiblir
faiblisse,faiblir
faiblissent,faiblir
faiblissez,faiblir
faiblissions,faiblir
faiblit,faiblir
faiblît,faiblir
faîte,faîte
formalité,formalité
formalités,formalité
guidon,guidon
guidons,guidon
horde,horde
hordes,horde
jetée,jetée
jetées,jetée
laboura,labourer
labouraient,labourer
labourais,labourer
labourait,labourer
labourant,labourer
laboure,labourer
labourent,labourer
labourer,labourer
labourerait,labourer
labouré,labourer
labourée,labourer
labourées,labourer
labourés,labourer
lièvre,lièvre
lièvres,lièvre
lova,lover
lovaient,lover
lovais,lover
lovait,lover
lovant,lover
love,lover
lovent,lover
lover,lover
lové,lover
lovée,lover
lovées,lover
lovés,lover
mathématique,mathématique
mathématiques,mathématique
merveilleusement,merveilleusement
minutieuse,minutieux
minutieuses,minutieux
minutieux,minutieux
morgue,morgue
morgues,morgue
mua,muer
muai,muer
muaient,muer
muait,muer
muant,muer
mue,muer
muent,muer
muer,muer
muera,muer
mueront,muer
mues,muer
musclé,musclé
musclée,musclé
musclées,musclé
musclés,musclé
mué,muer
muée,muer
muées,muer
mués,muer
nourri,nourri
nourrie,nourri
nourries,nourri
nourris,nourri
ornement,ornement
ornements,ornement
ouf,ouf
passionnant,passionnant
passionnante,passionnant
passionnantes,passionnant
passionnants,passionnant
permis,permis
prévision,prévision
prévisions,prévision
pédala,pédaler
pédalai,pédaler
pédalaient,pédaler
pédalais,pédaler
pédalait,pédaler
pédalant,pédaler
pédale,pédaler
pédalent,pédaler
pédaler,pédaler
pédalerait,pédaler
pédalerons,pédaler
pédales,pédaler
pédalèrent,pédaler
pédalé,pédaler
pédalées,pédaler
raideur,raideur
taillé,taillé
taillée,taillé
taillées,taillé
taillés,taillé
vicieuse,vicieux
vicieuses,vicieux
vicieux,vicieux
éclatement,éclatement
éclatements,éclatement
écorcha,écorcher
écorchaient,écorcher
écorchais,écorcher
écorchait,écorcher
écorchant,écorcher
écorche,écorcher
écorchent,écorcher
écorcher,écorcher
écorchera,écorcher
écorcherai,écorcher
écorcherais,écorcher
écorcherait,écorcher
écorcheront,écorcher
écorchez,écorcher
écorchiez,écorcher
écorchions,écorcher
écorché,écorcher
écorchée,écorcher
écorchées,écorcher
écorchés,écorcher
écrasant,écrasant
écrasante,écrasant
écrasantes,écrasant
écrasants,écrasant
admiratif,admiratif
admiratifs,admiratif
admirative,admiratif
admiratives,admiratif
altitude,altitude
altitudes,altitude
amirauté,amirauté
amirautés,amirauté
avoine,avoine
avoines,avoine
avère,avérer
avèrent,avérer
avéra,avérer
avérai,avérer
avéraient,avérer
avérait,avérer
avérant,avérer
avérer,avérer
avérera,avérer
avéreraient,avérer
avérerait,avérer
avérât,avérer
avérèrent,avérer
avéré,avérer
avérée,avérer
avérées,avérer
avérés,avérer
bannière,bannière
bannières,bannière
bourbon,bourbon
bourbons,bourbon
charma,charmer
charmaient,charmer
charmait,charmer
charmant,charmer
charme,charmer
charment,charmer
charmer,charmer
charmera,charmer
charmes,charmer
charmé,charmer
charmée,charmer
charmés,charmer
coopération,coopération
croyant,croyant
croyante,croyant
croyantes,croyant
croyants,croyant
douillet,douillet
douillets,douillet
douillette,douillet
douillettes,douillet
débarras,débarras
décapita,décapiter
décapitaient,décapiter
décapitais,décapiter
décapitait,décapiter
décapitant,décapiter
décapite,décapiter
décapitent,décapiter
décapiter,décapiter
décapitera,décapiter
décapiterai,décapiter
décapiterait,décapiter
décapiteront,décapiter
décapitez,décapiter
décapitons,décapiter
décapitât,décapiter
décapitèrent,décapiter
décapité,décapiter
décapitée,décapiter
décapitées,décapiter
décapités,décapiter
envoi,envoi
envois,envoi
esclavage,esclavage
excité,excité
excitée,excité
excitées,excité
excités,excité
ferra,ferrer
ferrai,ferrer
ferrais,ferrer
ferrait,ferrer
ferrant,ferrer
ferrasse,ferrer
ferre,ferrer
ferrer,ferrer
ferrera,ferrer
ferrerait,ferrer
ferrez,ferrer
ferrons,ferrer
ferré,ferrer
ferrée,ferrer
ferrées,ferrer
ferrés,ferrer
fiançailles,fiançailles
gardien,gardien
gardienne,gardien
gardiennes,gardien
gardiens,gardien
gesticula,gesticuler
gesticulai,gesticuler
gesticulaient,gesticuler
gesticulais,gesticuler
gesticulait,gesticuler
gesticulant,gesticuler
gesticule,gesticuler
gesticulent,gesticuler
gesticuler,gesticuler
gesticules,gesticuler
gesticulé,gesticuler
hospice,hospice
hospices,hospice
indifférent,indifférent
indifférente,indifférent
indifférentes,indifférent
indifférents,indifférent
matelot,matelot
matelots,matelot
melon,melon
melons,melon
mesquin,mesquin
mesquine,mesquin
mesquines,mesquin
mesquins,mesquin
mura,murer
muraient,murer
murait,murer
murant,murer
mure,murer
murer,murer
murerait,murer
mures,murer
murez,murer
murèrent,murer
muré,murer
murée,murer
murées,murer
murés,murer
obscurément,obscurément
obstiné,obstiné
obstinée,obstiné
obstinées,obstiné
obstinés,obstiné
ouvertement,ouvertement
parent,parent
parente,parent
parentes,parent
parents,parent
pesanteur,pesanteur
pesanteurs,pesanteur
plastique,plastique
plastiques,plastique
plénitude,plénitude
plénitudes,plénitude
repeignit,repeindre
repeindra,repeindre
repeindrai,repeindre
repeindrait,repeindre
repeindre,repeindre
repeins,repeindre
repeint,repeindre
repeinte,repeindre
repeintes,repeindre
repeints,repeindre
réglementaire,réglementaire
réglementaires,réglementaire
régularité,régularité
slogan,slogan
slogans,slogan
soubresaut,soubresaut
soubresauts,soubresaut
soupa,souper
soupaient,souper
soupais,souper
soupait,souper
soupant,souper
soupasse,souper
soupe,souper
soupent,souper
souper,souper
soupera,souper
souperaient,souper
souperait,souper
souperons,souper
soupes,souper
soupez,souper
soupons,souper
soupâmes,souper
soupèrent,souper
soupé,souper
spectre,spectre
spectres,spectre
successeur,successeur
successeurs,successeur
séjourna,séjourner
séjournaient,séjourner
séjournais,séjourner
séjournait,séjourner
séjournant,séjourner
séjourne,séjourner
séjournent,séjourner
séjourner,séjourner
séjourneraient,séjourner
séjournerez,séjourner
séjourneriez,séjourner
séjournerons,séjourner
séjournes,séjourner
séjournez,séjourner
séjourniez,séjourner
séjournions,séjourner
séjournâmes,séjourner
séjourné,séjourner
vénitien,vénitien
vénitienne,vénitien
vénitiennes,vénitien
vénitiens,vénitien
échantillon,échantillon
échantillons,échantillon
alerte,alerte
alertes,alerte
allège,alléger
allègent,alléger
allégea,alléger
allégeaient,alléger
allégeais,alléger
allégeait,alléger
allégeant,alléger
alléger,alléger
allégera,alléger
allégerait,alléger
allégez,alléger
allégé,alléger
allégée,alléger
allégées,alléger
allégés,alléger
amour-propre,amour-propre
amours-propres,amour-propre
asphalte,asphalte
auvent,auvent
auvents,auvent
brumeuse,brumeux
brumeuses,brumeux
brumeux,brumeux
cultivé,cultivé
cultivée,cultivé
cultivées,cultivé
cultivés,cultivé
dansant,dansant
dansante,dansant
dansantes,dansant
dansants,dansant
donnée,donnée
données,donnée
dorénavant,dorénavant
dérive,dérive
dérives,dérive
entêta,entêter
entêtai,entêter
entêtaient,entêter
entêtais,entêter
entêtait,entêter
entêtant,entêter
entête,entêter
entêtent,entêter
entêter,entêter
entêteraient,entêter
entêterais,entêter
entêtes,entêter
entêtez,entêter
entêtiez,entêter
entêtons,entêter
entêtât,entêter
entêté,entêter
entêtée,entêter
entêtés,entêter
flasque,flasque
flasques,flasque
frayeur,frayeur
frayeurs,frayeur
gonze,gonze
gonzes,gonze
impénétrable,impénétrable
impénétrables,impénétrable
intègre,intégrer
intègrent,intégrer
intègres,intégrer
intégra,intégrer
intégraient,intégrer
intégrait,intégrer
intégrant,intégrer
intégrer,intégrer
intégrera,intégrer
intégrerais,intégrer
intégreras,intégrer
intégrerez,intégrer
intégreront,intégrer
intégrez,intégrer
intégriez,intégrer
intégrèrent,intégrer
intégré,intégrer
intégrée,intégrer
intégrées,intégrer
intégrés,intégrer
jupon,jupon
jupons,jupon
juvénile,juvénile
juvéniles,juvénile
largua,larguer
larguaient,larguer
larguais,larguer
larguait,larguer
larguant,larguer
largue,larguer
larguent,larguer
larguer,larguer
larguera,larguer
larguerai,larguer
larguerait,larguer
larguerez,larguer
largueront,larguer
largues,larguer
larguez,larguer
larguiez,larguer
larguons,larguer
largué,larguer
larguée,larguer
larguées,larguer
largués,larguer
layon,layon
layons,layon
motard,motard
motarde,motard
motardes,motard
motards,motard
mufle,mufle
mufles,mufle
mutisme,mutisme
mutismes,mutisme
méchant,méchant
méchants,méchant
nationalité,nationalité
nationalités,nationalité
nef,nef
nefs,nef
offrande,offrande
offrandes,offrande
orientation,orientation
orientations,orientation
pinard,pinard
pinards,pinard
poivre,poivre
poivres,poivre
pourriture,pourriture
pourritures,pourriture
pupitre,pupitre
pupitres,pupitre
revend,revendre
revendaient,revendre
revendais,revendre
revendait,revendre
revendant,revendre
revendent,revendre
revendes,revendre
revendez,revendre
revendis,revendre
revendit,revendre
revendra,revendre
revendrai,revendre
revendraient,revendre
revendrais,revendre
revendrait,revendre
revendre,revendre
revendrons,revendre
revendront,revendre
revends,revendre
revendu,revendre
revendue,revendre
revendues,revendre
revendus,revendre
savoureuse,savoureux
savoureuses,savoureux
savoureux,savoureux
sommeilla,sommeiller
sommeillaient,sommeiller
sommeillais,sommeiller
sommeillait,sommeiller
sommeillant,sommeiller
sommeille,sommeiller
sommeillent,sommeiller
sommeiller,sommeiller
sommeillèrent,sommeiller
sommeillé,sommeiller
sonnant,sonnant
sonnante,sonnant
sonnantes,sonnant
sonnants,sonnant
soutane,soutane
soutanes,soutane
suédois,suédois
suédoise,suédois
suédoises,suédois
vainqueur,vainqueur
vainqueurs,vainqueur
vallon,vallon
vallons,vallon
vibrant,vibrant
vibrante,vibrant
vibrantes,vibrant
vibrants,vibrant
violette,violette
violettes,violette
acquitta,acquitter
acquittai,acquitter
acquittaient,acquitter
acquittais,acquitter
acquittait,acquitter
acquittant,acquitter
acquitte,acquitter
acquittent,acquitter
acquitter,acquitter
acquittera,acquitter
acquitterai,acquitter
acquitterais,acquitter
acquitterait,acquitter
acquitterez,acquitter
acquittes,acquitter
acquittez,acquitter
acquittions,acquitter
acquittât,acquitter
acquitté,acquitter
acquittée,acquitter
acquittés,acquitter
alibi,alibi
alibis,alibi
alterna,alterner
alternaient,alterner
alternait,alterner
alternant,alterner
alterne,alterner
alternent,alterner
alterner,alterner
alternera,alterner
alternez,alterner
alternions,alterner
alternèrent,alterner
alterné,alterner
alternée,alterner
alternées,alterner
alternés,alterner
analogue,analogue
analogues,analogue
badaud,badaud
badauds,badaud
bouleversé,bouleversé
bouleversée,bouleversé
bouleversées,bouleversé
bouleversés,bouleversé
colosse,colosse
colosses,colosse
commando,commando
commandos,commando
costard,costard
costards,costard
courtisan,courtisan
courtisane,courtisan
courtisanes,courtisan
courtisans,courtisan
due,dû
dues,dû
dus,dû
découragement,découragement
découragements,découragement
désolation,désolation
désolations,désolation
dû,dû
effondrement,effondrement
effondrements,effondrement
embrasa,embraser
embrasaient,embraser
embrasait,embraser
embrasant,embraser
embrase,embraser
embrasent,embraser
embraser,embraser
embrasera,embraser
embraserait,embraser
embrasez,embraser
embrasèrent,embraser
embrasé,embraser
embrasée,embraser
embrasées,embraser
embrasés,embraser
exploitation,exploitation
exploitations,exploitation
jais,jais
man,man
meeting,meeting
meetings,meeting
mystérieusement,mystérieusement
odorant,odorant
odorante,odorant
odorantes,odorant
odorants,odorant
oppression,oppression
oppressions,oppression
ortie,ortie
orties,ortie
palpitant,palpitant
palpitante,palpitant
palpitantes,palpitant
palpitants,palpitant
parterre,parterre
parterres,parterre
passager,passager
passagers,passager
passagère,passager
passagères,passager
pellicule,pellicule
pellicules,pellicule
piquant,piquant
piquante,piquant
piquantes,piquant
piquants,piquant
plaintif,plaintif
plaintifs,plaintif
plaintive,plaintif
plaintives,plaintif
policier,policier
policiers,policier
policière,policier
policières,policier
pond,pondre
pondaient,pondre
pondait,pondre
pondant,pondre
ponde,pondre
pondent,pondre
pondes,pondre
pondez,pondre
pondiez,pondre
pondra,pondre
pondrai,pondre
pondraient,pondre
pondrais,pondre
pondras,pondre
